YEARMO,Year,Month,DAHR, DAY01,DAHR, DAY02,DAHR, DAY03,DAHR, DAY04,DAHR, DAY05,DAHR, DAY06,DAHR, DAY07,DAHR, DAY08,DAHR, DAY09,DAHR, DAY10,DAHR, DAY11,DAHR, DAY12,DAHR, DAY13,DAHR, DAY14,DAHR, DAY15,DAHR, DAY16,DAHR, DAY17,DAHR, DAY18,DAHR, DAY19,DAHR, DAY20,DAHR, DAY21,DAHR, DAY22,DAHR, DAY23,DAHR, DAY24,DAHR, DAY25,DAHR, DAY26,DAHR, DAY27,DAHR, DAY28,DAHR, DAY29,DAHR, DAY30,DAHR, DAY31
198810,1988,10,108,41,208,19,308,7,408,5,508,10,608,19,799,-99999,899,-99999,908,15,1008,19,1108,20,1208,23,1308,10,1408,23,1508,17,1608,21,1708,17,1808,30,1908,10,2099,-99999,2108,12,2208,9,2308,29,2408,4,2508,6,2608,25,2708,4,2808,14,2908,9,3008,13,3108,22
198811,1988,11,199,-99999,208,6,308,4,408,18,508,18,608,8,708,21,808,18,908,11,1008,18,1199,-99999,1208,31,1308,10,1408,13,1508,34,1608,16,1708,5,1808,17,1908,3,2008,11,2108,1,2208,11,2308,12,2408,4,2508,4,2608,3,2708,2,2899,-99999,2999,-99999,3099,-99999,3199,-99999
198905,1989,5,199,-99999,208,26,308,23,408,20,508,26,608,14,708,28,808,31,908,39,1008,30,1108,45,1299,-99999,1399,-99999,1499,-99999,1508,24,1608,55,1708,43,1808,29,1908,34,2008,21,2108,30,2208,25,2308,12,2408,37,2508,43,2608,22,2708,26,2808,29,2908,32,3008,41,3108,33
198906,1989,6,108,23,208,30,399,-99999,499,-99999,508,23,608,7,799,-99999,899,-99999,908,12,1008,11,1108,22,1208,41,1399,-99999,1408,43,1508,38,1608,27,1708,29,1808,29,1908,38,2008,29,2108,20,2208,17,2308,22,2408,38,2508,12,2608,31,2708,41,2808,32,2908,31,3008,19,3199,-99999
198907,1989,7,108,42,208,36,308,39,408,26,508,35,608,24,708,22,808,33,908,43,1008,56,1108,34,1208,23,1308,20,1499,-99999,1599,-99999,1608,41,1708,49,1808,22,1908,46,2008,26,2108,35,2208,31,2308,12,2408,19,2508,29,2608,29,2708,17,2808,20,2908,41,3008,44,3108,41
198908,1989,8,108,9,208,21,308,44,408,39,508,40,608,38,708,12,808,54,908,21,1008,25,1108,18,1208,9,1308,8,1499,-99999,1508,6,1608,23,1708,15,1808,9,1908,35,2008,36,2108,28,2208,30,2308,31,2408,26,2508,34,2699,-99999,2708,19,2808,43,2908,25,3008,31,3108,38
198909,1989,9,108,45,208,34,308,28,408,16,508,38,608,22,708,32,808,30,908,38,1008,17,1108,6,1208,6,1399,-99999,1408,25,1508,11,1608,7,1708,35,1808,15,1908,33,2008,22,2108,16,2208,26,2308,14,2408,28,2508,19,2608,14,2708,16,2808,11,2908,24,3008,8,3199,-99999
198910,1989,10,108,35,208,21,308,18,408,7,508,23,608,26,708,27,808,15,908,8,1008,19,1108,30,1208,17,1308,19,1408,18,1508,29,1608,19,1708,20,1808,19,1908,15,2008,13,2108,17,2208,13,2308,24,2408,19,2508,22,2608,20,2708,4,2899,-99999,2999,-99999,3008,20,3108,5
198911,1989,11,108,7,208,14,308,14,408,5,508,33,608,20,799,-99999,808,67,908,8,1008,0,1108,13,1208,6,1308,20,1408,3,1508,19,1608,26,1708,7,1808,6,1908,5,2008,15,2108,3,2208,23,2308,16,2408,3,2508,20,2608,18,2708,4,2899,-99999,2999,-99999,3008,13,3199,-99999
199004,1990,4,199,-99999,208,30,308,19,408,31,508,28,608,10,708,25,808,14,908,28,1008,19,1108,18,1208,15,1308,11,1408,23,1508,17,1699,-99999,1799,-99999,1808,0,1999,-99999,2099,-99999,2108,21,2208,22,2308,14,2408,29,2508,10,2699,-99999,2708,25,2808,37,2908,30,3008,34,3199,-99999
199005,1990,5,199,-99999,299,-99999,399,-99999,408,19,508,12,608,13,708,35,808,34,908,46,1008,16,1108,10,1208,18,1308,36,1408,20,1508,26,1608,39,1708,37,1899,-99999,1908,51,2008,50,2108,29,2208,38,2308,16,2408,25,2508,50,2608,41,2708,36,2808,15,2908,18,3008,44,3108,30
199006,1990,6,108,10,299,-99999,308,11,408,36,508,25,608,41,708,39,808,38,908,46,1008,23,1108,13,1208,56,1308,33,1408,50,1508,54,1608,43,1708,34,1808,54,1908,52,2008,33,2108,48,2208,26,2308,50,2408,34,2508,54,2608,27,2708,24,2808,19,2908,35,3008,58,3199,-99999
199007,1990,7,108,46,208,52,308,48,408,50,508,42,608,40,708,38,808,32,908,33,1008,41,1108,42,1208,40,1308,40,1408,34,1508,23,1608,19,1708,12,1808,10,1908,55,2008,39,2108,38,2208,11,2308,23,2408,36,2508,22,2608,9,2708,39,2808,42,2908,35,3099,-99999,3108,39
199008,1990,8,108,20,208,24,399,-99999,499,-99999,599,-99999,608,4,708,27,808,30,908,47,1008,6,1108,17,1208,18,1399,-99999,1408,38,1508,1,1699,-99999,1708,32,1899,-99999,1999,-99999,2099,-99999,2108,20,2208,34,2308,34,2408,33,2508,31,2608,34,2708,37,2808,30,2908,22,3008,30,3108,39
199009,1990,9,108,30,208,32,308,36,408,35,508,14,608,33,799,-99999,808,33,908,14,1008,36,1108,19,1208,27,1308,12,1408,28,1508,14,1608,21,1708,72,1808,19,1908,1,2008,44,2108,77,2208,37,2308,44,2408,5,2508,19,2608,19,2708,26,2808,26,2999,-99999,3008,35,3199,-99999
199010,1990,10,108,10,208,12,308,15,408,26,508,17,608,22,708,4,899,-99999,908,57,1008,8,1108,21,1208,5,1308,11,1408,13,1508,18,1608,20,1708,25,1808,25,1908,23,2008,0,2108,52,2208,16,2308,14,2408,5,2508,9,2608,20,2708,26,2808,4,2908,23,3008,12,3108,11
199104,1991,4,199,-99999,299,-99999,399,-99999,499,-99999,599,-99999,699,-99999,708,14,808,27,908,49,1008,30,1108,27,1208,14,1308,35,1408,20,1508,20,1608,26,1799,-99999,1808,10,1908,21,2008,13,2108,11,2208,25,2308,13,2499,-99999,2599,-99999,2608,22,2708,17,2808,22,2908,28,3008,42,3199,-99999
199105,1991,5,108,32,208,24,308,19,408,19,508,37,608,13,708,34,808,33,908,15,1008,7,1108,23,1208,11,1308,35,1408,13,1508,35,1608,18,1708,30,1808,21,1908,22,2008,12,2108,28,2208,13,2308,69,2499,-99999,2508,26,2608,28,2708,25,2808,45,2908,28,3008,29,3108,33
199106,1991,6,108,23,208,31,308,45,408,11,508,11,608,27,799,-99999,808,36,908,20,1008,20,1108,22,1208,37,1308,43,1408,28,1508,32,1608,35,1708,29,1808,17,1908,31,2008,16,2108,27,2208,35,2308,29,2408,29,2508,55,2608,21,2708,58,2808,48,2908,41,3008,34,3199,-99999
199107,1991,7,108,37,208,22,399,-99999,408,28,508,29,608,43,708,35,808,39,908,31,1008,40,1108,39,1208,40,1308,23,1408,37,1508,34,1608,16,1708,39,1808,27,1908,35,2008,48,2108,40,2208,49,2308,39,2408,30,2508,37,2608,0,2708,52,2808,6,2908,46,3008,18,3108,43
199108,1991,8,108,43,208,35,308,35,408,24,508,24,608,44,708,50,808,39,908,32,1008,28,1108,35,1208,14,1308,3,1408,48,1508,27,1608,29,1708,38,1808,42,1908,14,2008,30,2108,60,2208,40,2308,25,2408,19,2508,29,2608,35,2708,26,2808,35,2908,15,3099,-99999,3199,-99999
199109,1991,9,108,45,299,-99999,308,28,408,57,508,49,608,8,799,-99999,899,-99999,908,14,1008,29,1108,22,1208,28,1308,25,1408,20,1508,55,1699,-99999,1708,18,1899,-99999,1999,-99999,2008,16,2108,13,2208,6,2308,30,2499,-99999,2508,55,2608,19,2708,20,2808,23,2908,35,3008,5,3199,-99999
199110,1991,10,108,11,208,33,308,28,408,30,508,9,608,17,708,21,808,14,908,34,1008,5,1108,20,1208,21,1308,34,1408,19,1508,24,1608,18,1708,14,1808,36,1908,30,2008,11,2108,6,2208,22,2308,26,2408,34,2508,2,2608,2,2708,2,2899,-99999,2908,16,3099,-99999,3199,-99999
199204,1992,4,199,-99999,208,4,308,20,408,21,508,35,608,13,708,8,808,17,908,17,1008,12,1108,32,1208,37,1308,17,1408,12,1508,16,1699,-99999,1799,-99999,1808,11,1999,-99999,2008,2,2108,18,2208,36,2308,33,2408,39,2508,20,2608,21,2708,19,2808,24,2908,9,3008,23,3199,-99999
199205,1992,5,108,33,208,28,308,25,408,35,508,28,608,18,708,37,808,23,908,36,1008,29,1108,84,1208,30,1308,30,1408,37,1508,41,1608,1,1708,23,1808,12,1908,3,2008,20,2199,-99999,2208,52,2308,16,2408,17,2508,5,2608,59,2708,0,2808,66,2908,46,3008,8,3199,-99999
199206,1992,6,199,-99999,299,-99999,399,-99999,499,-99999,599,-99999,699,-99999,799,-99999,899,-99999,999,-99999,1008,13,1108,35,1208,15,1308,22,1408,27,1508,27,1608,26,1708,36,1808,25,1908,15,2008,24,2108,20,2208,21,2308,99999,2408,48,2508,27,2608,33,2708,16,2808,56,2999,-99999,3008,25,3199,-99999
199207,1992,7,108,31,208,20,308,37,408,42,508,52,608,39,708,36,808,39,908,45,1008,31,1108,24,1208,29,1308,46,1499,-99999,1508,40,1699,-99999,1799,-99999,1808,13,1908,23,2008,40,2108,27,2208,38,2308,16,2408,34,2508,29,2608,30,2799,-99999,2808,11,2908,34,3008,30,3108,26
199208,1992,8,108,29,208,7,308,38,408,17,508,29,608,13,708,13,808,22,908,47,1008,12,1108,28,1208,15,1308,19,1408,48,1508,32,1608,23,1708,17,1899,-99999,1908,45,2008,25,2108,21,2208,17,2308,22,2408,29,2508,29,2699,-99999,2799,-99999,2808,22,2908,29,3008,27,3199,-99999
199209,1992,9,108,31,208,25,308,14,408,22,508,35,608,44,708,16,808,34,908,32,1099,-99999,1199,-99999,1208,19,1308,23,1408,26,1508,9,1608,30,1708,36,1808,26,1908,13,2008,29,2108,12,2208,22,2308,35,2408,7,2508,33,2608,18,2708,25,2808,20,2908,12,3008,23,3199,-99999
199210,1992,10,108,15,208,19,308,17,408,21,508,20,608,20,708,23,808,18,908,10,1008,31,1108,18,1208,20,1308,24,1408,27,1508,24,1608,32,1708,18,1808,9,1908,15,2008,3,2108,25,2208,19,2308,12,2408,5,2508,13,2608,5,2708,11,2808,6,2999,-99999,3099,-99999,3108,6
199304,1993,4,199,-99999,299,-99999,308,14,408,22,508,20,608,2,708,9,808,27,908,17,1008,31,1108,31,1208,20,1308,25,1408,8,1599,-99999,1608,25,1708,23,1808,18,1908,32,2008,41,2108,20,2208,31,2308,18,2408,13,2508,36,2608,35,2708,25,2808,21,2999,-99999,3008,12,3199,-99999
199305,1993,5,108,25,299,-99999,308,15,408,36,508,19,608,20,708,4,899,-99999,999,-99999,1099,-99999,1199,-99999,1299,-99999,1308,26,1408,24,1508,13,1608,31,1708,30,1808,5,1908,42,2008,35,2108,8,2208,16,2308,37,2408,18,2508,29,2699,-99999,2799,-99999,2808,19,2908,32,3008,8,3108,34
199306,1993,6,108,42,208,20,308,45,408,33,508,27,608,14,708,36,808,12,999,-99999,1099,-99999,1108,25,1208,26,1308,26,1408,31,1508,21,1608,55,1708,24,1899,-99999,1999,-99999,2008,69,2108,22,2208,43,2308,17,2408,44,2508,15,2608,5,2708,47,2808,48,2908,31,3008,35,3199,-99999
199307,1993,7,108,51,208,39,308,40,408,62,508,23,608,41,708,47,808,36,908,60,1008,38,1108,44,1208,35,1399,-99999,1499,-99999,1599,-99999,1608,37,1708,40,1808,28,1908,36,2008,36,2108,41,2208,25,2308,55,2408,48,2508,64,2608,38,2708,44,2808,46,2908,43,3008,43,3108,38
199308,1993,8,108,27,208,19,308,43,408,28,508,16,608,17,708,22,808,36,908,38,1008,30,1108,45,1208,37,1308,53,1408,42,1508,45,1608,32,1708,34,1808,45,1908,39,2008,41,2108,38,2208,44,2308,25,2408,44,2508,43,2608,37,2708,24,2808,24,2908,28,3008,32,3199,-99999
199309,1993,9,108,6,208,23,399,-99999,408,14,508,34,608,16,708,16,808,40,908,13,1008,16,1108,31,1208,27,1308,0,1408,63,1508,8,1608,22,1708,33,1808,29,1908,21,2008,21,2108,35,2208,12,2308,24,2408,25,2508,16,2608,37,2708,9,2808,18,2908,15,3008,46,3199,-99999
199310,1993,10,108,21,208,15,308,13,408,22,508,23,608,9,708,27,808,17,908,21,1008,25,1108,7,1299,-99999,1399,-99999,1408,10,1508,1,1608,15,1708,14,1808,4,1999,-99999,2008,35,2199,-99999,2208,51,2308,10,2408,3,2508,13,2608,24,2708,4,2808,26,2908,20,3008,1,3108,20
199404,1994,4,199,-99999,208,30,308,9,499,-99999,599,-99999,699,-99999,708,22,808,28,908,13,1008,23,1108,5,1208,43,1308,31,1408,41,1508,48,1608,16,1708,28,1808,40,1908,36,2008,26,2108,18,2208,25,2308,34,2408,29,2508,11,2608,36,2708,28,2808,12,2999,-99999,3099,-99999,3199,-99999
199405,1994,5,108,4,208,10,399,-99999,408,9,508,19,608,15,708,27,808,11,908,3,1008,22,1108,10,1208,5,1308,34,1408,17,1508,22,1608,30,1708,22,1808,29,1908,7,2008,27,2108,27,2208,36,2308,31,2408,53,2508,33,2608,31,2708,23,2808,9,2908,33,3008,19,3108,36
199406,1994,6,108,31,208,25,308,29,408,23,508,26,608,40,708,46,808,42,908,35,1008,25,1199,-99999,1208,41,1308,37,1408,25,1508,33,1608,24,1708,38,1808,26,1908,41,2008,27,2108,28,2208,41,2308,44,2408,34,2508,39,2608,45,2708,46,2808,43,2908,37,3008,44,3199,-99999
199407,1994,7,108,36,208,35,308,41,408,44,508,67,608,41,708,55,808,25,908,6,1008,32,1108,25,1208,13,1308,25,1408,38,1508,28,1608,30,1708,36,1808,39,1908,36,2008,58,2108,26,2208,39,2308,28,2408,44,2508,42,2608,43,2708,33,2808,28,2908,30,3008,44,3108,29
199408,1994,8,108,29,208,49,308,37,408,6,508,49,608,33,708,30,808,45,908,34,1008,29,1108,47,1208,27,1308,37,1408,27,1508,52,1608,19,1708,38,1808,49,1908,28,2008,21,2108,36,2208,31,2308,26,2408,19,2508,40,2608,32,2708,33,2808,52,2908,37,3008,42,3199,-99999
199409,1994,9,199,-99999,208,14,308,16,408,24,508,2,608,33,708,32,899,-99999,908,37,1008,20,1108,20,1208,26,1308,23,1408,29,1508,0,1608,61,1708,20,1808,22,1908,33,2008,29,2108,26,2208,48,2308,10,2408,20,2508,13,2608,21,2708,20,2808,11,2908,44,3008,32,3199,-99999
199410,1994,10,108,42,208,28,308,41,408,9,508,31,608,25,799,-99999,899,-99999,908,11,1008,18,1108,12,1208,4,1308,26,1408,23,1508,34,1608,13,1708,16,1808,34,1908,17,2008,3,2108,58,2208,24,2308,10,2499,-99999,2508,56,2699,-99999,2708,25,2808,14,2908,6,3008,7,3108,14
199504,1995,4,199,-99999,208,18,308,11,408,26,508,25,608,14,708,20,808,31,908,28,1099,-99999,1199,-99999,1208,17,1308,12,1408,41,1508,26,1608,20,1799,-99999,1899,-99999,1908,18,2008,33,2108,17,2299,-99999,2399,-99999,2408,31,2508,32,2608,23,2708,18,2808,18,2908,16,3099,-99999,3199,-99999
199505,1995,5,199,-99999,208,2,308,17,408,15,508,7,608,29,799,-99999,899,-99999,908,31,1008,33,1108,18,1208,18,1308,15,1408,33,1508,32,1608,20,1708,21,1808,30,1908,16,2008,32,2199,-99999,2299,-99999,2308,26,2408,43,2508,4,2699,-99999,2799,-99999,2808,35,2908,25,3008,10,3108,16
199506,1995,6,108,20,208,28,308,16,499,-99999,599,-99999,608,31,708,24,808,32,999,-99999,1099,-99999,1108,34,1208,21,1308,28,1408,35,1508,47,1608,24,1708,42,1808,31,1908,26,2008,32,2108,30,2208,39,2308,28,2408,30,2508,27,2608,37,2708,30,2808,30,2908,27,3008,36,3199,-99999
199507,1995,7,108,16,208,30,308,36,408,35,508,38,608,44,708,38,808,40,908,45,1008,42,1108,64,1208,42,1308,47,1408,29,1508,46,1608,21,1708,44,1808,40,1908,23,2008,35,2108,29,2208,36,2308,32,2408,42,2508,26,2608,43,2708,54,2808,38,2908,48,3008,27,3108,24
199508,1995,8,199,-99999,299,-99999,399,-99999,499,-99999,508,29,608,39,708,23,808,36,908,42,1008,29,1199,-99999,1208,32,1308,39,1408,29,1508,25,1608,36,1708,40,1808,36,1908,30,2008,28,2108,42,2208,34,2308,26,2408,37,2508,23,2608,19,2708,27,2808,42,2908,36,3008,33,3108,23
199509,1995,9,108,34,208,25,308,26,408,38,508,31,608,46,708,39,808,30,908,15,1008,15,1199,-99999,1299,-99999,1308,16,1408,2,1599,-99999,1608,28,1708,22,1899,-99999,1908,33,2008,15,2199,-99999,2299,-99999,2308,12,2408,4,2508,10,2699,-99999,2708,16,2808,15,2908,28,3008,33,3199,-99999
199510,1995,10,108,23,299,-99999,399,-99999,408,16,508,29,608,26,708,18,808,24,908,17,1008,11,1108,17,1208,19,1308,10,1408,23,1508,22,1608,24,1708,34,1808,13,1908,41,2008,26,2108,17,2208,30,2308,48,2408,17,2508,27,2608,23,2708,20,2808,15,2908,17,3008,19,3108,5
199604,1996,4,199,-99999,208,42,308,31,408,36,508,20,608,9,708,23,808,32,908,19,1008,34,1199,-99999,1208,51,1308,22,1408,33,1508,32,1608,30,1708,33,1899,-99999,1908,17,2008,27,2108,25,2299,-99999,2308,25,2408,16,2508,39,2608,45,2708,47,2808,5,2908,36,3008,17,3199,-99999
199605,1996,5,108,21,208,40,308,25,408,44,508,33,608,37,708,38,808,24,908,30,1008,4,1108,33,1208,11,1399,-99999,1499,-99999,1508,33,1608,53,1708,42,1808,52,1908,53,2008,48,2108,29,2208,48,2308,55,2408,41,2508,46,2608,29,2708,23,2808,46,2908,41,3008,16,3199,-99999
199606,1996,6,108,29,208,62,308,31,408,25,508,36,608,19,708,71,808,23,908,28,1008,40,1108,22,1208,57,1308,3,1408,11,1508,16,1608,40,1708,18,1808,29,1908,51,2008,46,2108,27,2208,35,2308,28,2408,54,2508,43,2608,41,2708,37,2808,44,2908,31,3008,29,3199,-99999
199607,1996,7,108,62,208,34,308,38,408,36,508,48,608,63,708,61,808,28,999,-99999,1099,-99999,1199,-99999,1208,17,1308,15,1408,62,1508,25,1608,32,1708,51,1808,41,1908,36,2008,42,2108,67,2208,48,2308,40,2408,27,2508,21,2699,-99999,2799,-99999,2808,23,2908,37,3008,0,3108,21
199608,1996,8,108,35,208,34,308,44,408,40,508,43,608,38,708,38,808,29,999,-99999,1008,58,1108,26,1208,29,1308,18,1408,19,1508,30,1608,0,1799,-99999,1808,37,1908,46,2008,24,2108,27,2208,24,2308,38,2408,19,2599,-99999,2608,30,2799,-99999,2808,56,2908,3,3008,23,3199,-99999
199609,1996,9,108,59,208,19,308,10,408,30,508,21,608,26,708,16,808,15,908,34,1008,20,1108,19,1208,26,1308,18,1408,8,1599,-99999,1699,-99999,1708,24,1808,6,1908,61,2008,20,2108,16,2208,35,2308,13,2408,19,2599,-99999,2608,47,2708,0,2808,10,2908,5,3008,3,3199,-99999
199610,1996,10,108,15,208,33,308,23,408,6,508,99999,699,-99999,708,29,808,6,908,4,1008,12,1108,20,1208,33,1308,19,1408,26,1508,33,1608,27,1708,39,1808,20,1908,14,2008,20,2108,14,2208,19,2308,13,2408,13,2508,21,2608,10,2799,-99999,2899,-99999,2908,19,3008,18,3199,-99999
199704,1997,4,199,-99999,208,26,308,27,408,30,599,-99999,608,30,708,13,899,-99999,999,-99999,1008,12,1199,-99999,1208,27,1308,8,1408,22,1508,20,1608,26,1708,12,1808,24,1908,19,2008,27,2108,31,2208,22,2308,19,2499,-99999,2599,-99999,2699,-99999,2799,-99999,2808,17,2908,20,3008,24,3199,-99999
199705,1997,5,108,25,208,31,308,46,408,21,508,33,608,26,708,25,808,17,908,20,1008,27,1108,22,1208,23,1308,24,1408,32,1508,29,1608,13,1708,46,1808,24,1908,48,2008,15,2108,0,2208,14,2308,17,2408,17,2508,24,2608,22,2708,22,2808,34,2908,15,3008,35,3108,29
199706,1997,6,108,24,208,26,308,15,408,11,508,24,608,18,708,25,808,20,908,11,1099,-99999,1108,25,1208,21,1308,48,1408,18,1508,27,1608,29,1708,20,1808,35,1908,31,2008,40,2108,34,2208,43,2308,8,2408,43,2508,32,2608,31,2708,24,2808,42,2908,45,3008,31,3199,-99999
199707,1997,7,108,39,208,31,308,43,408,52,508,30,608,18,708,20,808,33,908,46,1008,34,1108,31,1208,30,1308,47,1408,34,1508,38,1608,39,1708,27,1808,19,1908,35,2008,38,2108,24,2208,35,2308,10,2408,57,2508,43,2608,20,2708,26,2808,59,2908,36,3008,32,3108,30
199708,1997,8,108,32,208,34,399,-99999,408,52,508,44,608,26,708,22,808,3,908,2,1008,16,1108,40,1208,11,1308,23,1408,30,1508,38,1608,38,1708,42,1808,23,1908,36,2008,19,2108,14,2208,61,2308,29,2408,12,2508,33,2608,19,2708,19,2808,28,2908,31,3008,23,3108,47
199709,1997,9,108,19,208,32,308,42,408,40,508,1,608,27,708,23,808,44,908,29,1008,24,1108,30,1208,20,1308,26,1408,43,1508,14,1608,30,1708,56,1808,30,1908,46,2008,45,2108,29,2208,9,2399,-99999,2408,4,2508,9,2608,11,2708,20,2808,20,2908,29,3008,10,3199,-99999
199710,1997,10,108,39,208,19,308,29,408,34,508,33,608,14,708,26,899,-99999,999,-99999,1008,27,1108,19,1299,-99999,1399,-99999,1408,20,1508,17,1608,6,1708,17,1808,13,1908,9,2008,20,2108,26,2208,4,2308,12,2408,15,2508,8,2608,15,2708,13,2808,6,2908,13,3008,7,3108,12
199804,1998,4,199,-99999,208,21,308,59,408,12,508,22,608,20,708,9,808,29,908,21,1008,18,1108,23,1299,-99999,1308,25,1408,52,1508,29,1608,28,1708,28,1808,19,1908,17,2008,27,2199,-99999,2208,33,2308,11,2408,36,2508,43,2608,47,2799,-99999,2808,18,2908,15,3008,9,3199,-99999
199805,1998,5,108,11,208,23,308,22,408,28,508,22,608,28,708,18,808,29,908,19,1008,20,1108,21,1208,25,1308,45,1408,12,1508,46,1608,25,1708,50,1808,21,1908,33,2008,22,2108,36,2208,15,2308,31,2408,18,2508,35,2608,27,2708,40,2808,18,2908,23,3008,31,3108,41
199806,1998,6,108,43,208,46,308,63,408,43,508,26,608,31,708,36,808,13,908,46,1008,28,1108,45,1208,33,1308,41,1408,53,1508,51,1608,21,1708,58,1808,52,1908,46,2008,52,2108,45,2208,48,2308,50,2408,50,2508,45,2608,48,2708,49,2808,53,2908,51,3008,90,3199,-99999
199807,1998,7,108,18,208,27,308,43,408,50,508,52,608,31,708,44,808,42,908,53,1008,26,1108,50,1208,47,1308,25,1408,35,1508,36,1608,40,1708,31,1808,43,1908,50,2008,50,2108,44,2208,51,2308,55,2408,43,2508,49,2608,50,2708,67,2808,27,2908,56,3008,57,3108,47
199808,1998,8,108,38,208,40,308,43,408,29,508,17,608,38,708,22,808,40,908,35,1008,66,1108,30,1299,-99999,1308,25,1408,25,1508,25,1608,30,1708,42,1808,46,1908,32,2008,31,2108,36,2208,42,2308,37,2408,38,2508,41,2608,41,2708,37,2808,47,2908,37,3008,34,3108,40
199809,1998,9,108,35,208,21,308,27,408,47,508,39,608,44,708,43,808,25,908,43,1008,41,1108,42,1208,50,1308,33,1408,7,1508,22,1608,32,1708,80,1899,-99999,1908,16,2008,35,2108,35,2208,50,2399,-99999,2408,10,2508,29,2608,39,2708,42,2808,17,2908,23,3008,30,3199,-99999
199810,1998,10,199,-99999,299,-99999,308,28,408,14,599,-99999,608,26,708,15,808,11,908,24,1008,22,1108,19,1208,12,1308,22,1408,13,1508,20,1608,24,1708,20,1808,7,1908,27,2008,15,2108,6,2208,14,2308,15,2408,9,2508,11,2608,15,2708,13,2808,15,2908,11,3008,10,3108,17
199904,1999,4,199,-99999,208,39,308,29,408,19,508,12,608,41,708,24,808,11,908,35,1008,18,1108,28,1208,23,1308,44,1499,-99999,1508,37,1608,27,1708,18,1808,26,1908,20,2008,29,2108,39,2208,21,2399,-99999,2408,22,2599,-99999,2699,-99999,2799,-99999,2808,20,2908,38,3008,16,3199,-99999
199905,1999,5,108,23,208,24,308,24,408,18,508,49,608,20,708,29,808,23,908,38,1099,-99999,1108,24,1208,20,1308,25,1408,29,1508,14,1608,24,1708,20,1808,10,1908,38,2008,28,2108,22,2208,27,2399,-99999,2408,18,2508,25,2608,24,2708,22,2808,99999,2908,22,3008,29,3108,21
199906,1999,6,108,52,208,11,308,37,408,34,508,27,608,28,708,32,808,17,908,43,1099,-99999,1108,58,1208,19,1308,24,1408,23,1508,25,1608,27,1708,34,1808,17,1908,26,2008,42,2108,8,2208,33,2399,-99999,2499,-99999,2508,24,2608,17,2708,39,2808,29,2908,32,3099,-99999,3199,-99999
199907,1999,7,108,13,208,18,308,28,408,54,508,36,608,21,708,32,808,35,908,38,1008,45,1108,39,1208,18,1308,21,1408,63,1508,24,1608,51,1708,39,1808,32,1908,38,2099,-99999,2108,28,2208,24,2308,41,2408,27,2508,45,2608,42,2708,42,2899,-99999,2908,36,3008,54,3108,49
199908,1999,8,108,50,208,48,308,40,499,-99999,508,18,608,25,708,35,808,37,908,33,1008,19,1108,29,1208,47,1308,31,1408,42,1508,37,1608,41,1708,38,1808,37,1908,18,2008,36,2108,37,2208,36,2308,52,2408,26,2508,40,2608,36,2708,47,2808,41,2908,30,3008,34,3108,43
199909,1999,9,108,43,299,-99999,308,34,408,31,508,40,608,17,708,21,808,35,908,28,1008,39,1108,53,1208,15,1308,10,1408,12,1508,24,1608,26,1708,7,1808,17,1908,26,2008,23,2108,26,2208,27,2308,4,2408,24,2508,53,2608,10,2708,22,2808,16,2908,20,3008,17,3199,-99999
199910,1999,10,108,20,208,18,308,25,408,16,508,24,608,21,708,27,808,30,908,16,1008,23,1108,18,1208,11,1308,27,1408,21,1508,23,1608,36,1708,42,1808,24,1908,19,2008,16,2108,17,2208,23,2308,19,2408,16,2508,21,2608,10,2708,28,2808,13,2908,30,3008,61,3199,-99999
200003,2000,3,199,-99999,208,15,308,54,408,12,508,11,608,20,708,14,808,24,908,22,1008,24,1108,16,1208,16,1308,11,1408,16,1508,7,1608,21,1708,3,1808,7,1908,10,2008,14,2108,24,2208,29,2308,6,2408,24,2508,23,2608,15,2708,27,2808,25,2908,22,3008,20,3108,8
200004,2000,4,108,12,208,7,308,17,408,15,508,21,608,37,708,28,808,32,908,17,1008,22,1108,10,1208,19,1308,5,1408,11,1508,15,1608,25,1708,22,1808,16,1908,22,2008,35,2108,32,2208,16,2308,26,2408,23,2508,23,2608,26,2708,26,2808,29,2908,16,3008,18,3199,-99999
200005,2000,5,108,17,208,11,308,7,408,7,508,21,608,4,708,26,808,33,908,34,1008,27,1108,26,1208,40,1308,40,1408,3,1508,26,1608,26,1708,27,1808,26,1908,44,2008,14,2108,23,2208,31,2308,31,2408,50,2599,-99999,2699,-99999,2708,29,2808,26,2908,38,3008,41,3108,48
200006,2000,6,108,43,208,25,308,18,408,32,508,36,608,33,708,27,808,35,908,41,1008,27,1108,15,1208,22,1308,25,1408,51,1508,31,1608,27,1799,-99999,1899,-99999,1908,10,2099,-99999,2108,18,2208,17,2308,15,2408,29,2508,39,2608,18,2708,29,2899,-99999,2908,10,3008,29,3199,-99999
200007,2000,7,108,23,208,20,308,29,408,25,508,27,608,47,708,38,808,36,999,-99999,1008,50,1108,39,1208,50,1308,31,1499,-99999,1508,31,1608,39,1708,50,1808,34,1908,30,2008,38,2199,-99999,2299,-99999,2308,36,2408,24,2508,38,2608,27,2708,42,2808,21,2908,31,3008,31,3108,21
