YEARMO,Year,Month,DAHR, DAY01,DAHR, DAY02,DAHR, DAY03,DAHR, DAY04,DAHR, DAY05,DAHR, DAY06,DAHR, DAY07,DAHR, DAY08,DAHR, DAY09,DAHR, DAY10,DAHR, DAY11,DAHR, DAY12,DAHR, DAY13,DAHR, DAY14,DAHR, DAY15,DAHR, DAY16,DAHR, DAY17,DAHR, DAY18,DAHR, DAY19,DAHR, DAY20,DAHR, DAY21,DAHR, DAY22,DAHR, DAY23,DAHR, DAY24,DAHR, DAY25,DAHR, DAY26,DAHR, DAY27,DAHR, DAY28,DAHR, DAY29,DAHR, DAY30,DAHR, DAY31
196105,1961,5,199,-99999,299,-99999,399,-99999,499,-99999,518,10,618,2,718,1,818,2,918,26,1018,11,1118,46,1218,48,1318,50,1418,42,1518,59,1618,40,1718,21,1818,19,1918,17,2018,13,2118,22,2218,11,2318,22,2418,16,2518,12,2618,26,2718,44,2818,40,2918,45,3018,42,3118,43
196106,1961,6,118,59,218,57,318,47,499,-99999,599,-99999,618,7,799,-99999,818,28,918,22,1018,28,1118,32,1218,24,1318,34,1418,33,1518,14,1618,19,1718,7,1818,10,1918,13,2018,16,2118,36,2218,29,2318,55,2418,30,2518,13,2618,21,2718,31,2818,45,2918,41,3018,46,3199,-99999
196107,1961,7,118,46,218,39,318,40,418,17,518,37,618,47,718,55,818,30,918,29,1018,30,1118,36,1218,19,1318,26,1499,-99999,1599,-99999,1618,24,1718,50,1818,14,1918,43,2018,32,2199,-99999,2299,-99999,2399,-99999,2418,25,2518,31,2618,32,2718,28,2818,36,2918,27,3099,-99999,3118,37
196108,1961,8,118,48,218,34,318,32,418,15,518,37,618,46,718,16,818,27,918,29,1018,31,1118,36,1218,24,1399,-99999,1418,22,1518,17,1618,20,1718,24,1818,47,1918,6,2018,14,2118,7,2218,20,2318,22,2418,16,2518,19,2618,22,2718,24,2818,25,2918,27,3018,25,3118,22
196109,1961,9,118,28,218,43,318,53,499,-99999,599,-99999,618,18,718,18,818,18,918,22,1018,25,1118,20,1218,21,1399,-99999,1499,-99999,1518,16,1618,34,1718,1,1818,22,1918,23,2099,-99999,2118,19,2218,30,2318,25,2418,26,2518,21,2618,14,2718,21,2818,24,2918,4,3018,29,3199,-99999
196110,1961,10,118,25,218,23,399,-99999,418,19,518,22,618,24,718,14,818,25,918,9,1099,-99999,1199,-99999,1218,7,1318,18,1418,21,1518,19,1618,13,1718,16,1818,23,1918,15,2018,17,2118,14,2218,19,2318,25,2418,15,2518,16,2699,-99999,2718,19,2818,8,2918,21,3018,3,3199,-99999
196204,1962,4,199,-99999,299,-99999,318,5,418,32,518,11,618,15,718,99999,899,-99999,918,39,1018,99999,1118,24,1218,11,1318,21,1418,11,1518,11,1699,-99999,1718,25,1818,8,1918,24,2018,42,2118,66,2218,40,2318,17,2418,99999,2518,13,2618,25,2718,35,2899,-99999,2918,33,3018,11,3199,-99999
196205,1962,5,118,42,218,30,318,42,418,41,518,41,618,41,718,28,818,46,918,46,1018,52,1118,52,1218,35,1318,50,1418,53,1518,49,1618,55,1718,33,1899,-99999,1918,79,2018,48,2118,50,2218,49,2318,99999,2418,98,2518,43,2618,48,2799,-99999,2818,40,2918,8,3018,45,3118,53
196206,1962,6,199,-99999,299,-99999,318,15,418,4,518,52,699,-99999,718,23,818,43,999,-99999,1018,20,1118,14,1218,27,1318,21,1418,27,1518,60,1618,4,1718,46,1818,19,1999,-99999,2018,29,2118,49,2218,49,2318,8,2418,33,2599,-99999,2618,20,2718,25,2899,-99999,2999,-99999,3018,33,3199,-99999
196207,1962,7,118,17,218,36,318,33,418,40,518,29,618,40,718,46,818,41,918,39,1018,22,1118,19,1218,65,1318,44,1418,64,1518,38,1618,18,1718,19,1818,32,1918,31,2018,26,2118,29,2218,42,2318,20,2418,37,2518,6,2618,10,2718,27,2818,40,2918,14,3018,2,3118,23
196208,1962,8,118,30,218,20,318,24,418,25,518,45,618,99999,718,88,818,44,918,25,1018,32,1199,-99999,1218,28,1318,99999,1499,-99999,1518,89,1618,26,1718,39,1818,37,1918,48,2018,41,2118,39,2218,37,2318,99999,2418,53,2518,42,2618,29,2718,27,2818,36,2918,36,3018,15,3118,24
196209,1962,9,118,16,218,17,318,17,499,-99999,599,-99999,618,39,718,9,899,-99999,918,36,1018,21,1118,9,1218,20,1318,33,1418,37,1599,-99999,1618,4,1718,17,1818,18,1918,24,2099,-99999,2199,-99999,2218,28,2318,8,2418,36,2518,18,2699,-99999,2718,15,2818,16,2918,21,3018,14,3199,-99999
196210,1962,10,118,13,218,23,318,11,418,12,518,36,699,-99999,718,18,818,21,918,16,1018,4,1118,16,1218,28,1318,27,1418,24,1518,28,1618,36,1718,3,1818,13,1918,18,2018,8,2118,13,2218,13,2318,20,2418,7,2518,30,2618,17,2718,5,2818,99999,2918,22,3018,14,3199,-99999
196211,1962,11,199,-99999,218,13,318,12,418,10,518,21,618,10,718,16,818,11,918,9,1018,9,1118,2,1218,8,1318,19,1418,31,1518,16,1618,27,1718,9,1899,-99999,1918,1,2018,6,2118,2,2218,11,2318,11,2418,1,2518,15,2618,99999,2718,20,2899,-99999,2918,5,3018,17,3199,-99999
196304,1963,4,199,-99999,218,28,318,23,418,15,518,23,618,0,718,14,818,36,918,27,1018,26,1118,29,1218,17,1318,26,1418,30,1518,39,1618,48,1718,53,1818,39,1918,45,2018,43,2118,53,2218,43,2318,56,2418,27,2599,-99999,2699,-99999,2799,-99999,2818,21,2918,10,3099,-99999,3199,-99999
196305,1963,5,199,-99999,206,23,306,27,406,9,506,40,606,14,706,5,806,45,906,51,1006,35,1106,53,1206,38,1306,31,1406,73,1506,8,1606,39,1706,63,1806,26,1906,44,2006,23,2106,26,2206,36,2306,14,2406,5,2506,28,2606,34,2706,49,2806,36,2906,36,3006,41,3106,74
196306,1963,6,118,99999,299,-99999,318,16,418,35,518,44,618,11,718,79,818,83,918,38,1018,10,1118,62,1218,25,1318,53,1418,2,1518,52,1618,48,1718,27,1818,1,1918,16,2018,53,2118,36,2218,41,2318,67,2418,90,2518,39,2618,26,2718,45,2818,35,2918,30,3018,49,3199,-99999
196307,1963,7,118,51,218,31,318,49,418,47,518,58,618,47,718,44,818,34,918,47,1018,49,1118,51,1218,15,1318,20,1418,24,1518,25,1618,30,1718,40,1818,44,1918,47,2018,46,2118,42,2218,38,2318,45,2418,54,2518,41,2618,39,2718,30,2818,31,2918,3,3018,17,3118,26
196308,1963,8,118,41,218,39,318,47,418,39,518,42,618,41,718,41,818,46,918,30,1018,32,1118,46,1218,45,1318,38,1418,22,1518,32,1618,30,1718,35,1818,40,1918,28,2018,9,2118,39,2218,22,2318,43,2418,51,2518,35,2618,30,2718,32,2818,51,2918,46,3018,8,3118,25
196309,1963,9,118,17,218,27,318,34,418,32,518,32,618,8,718,25,818,24,918,33,1018,30,1118,52,1218,17,1318,14,1418,26,1518,10,1618,18,1718,12,1818,7,1918,4,2018,35,2118,23,2218,19,2318,21,2418,32,2518,47,2618,32,2718,19,2818,21,2918,38,3018,26,3199,-99999
196310,1963,10,118,19,218,35,318,13,418,19,518,30,618,19,718,23,818,23,918,22,1018,22,1118,38,1218,26,1318,19,1418,29,1518,27,1618,31,1718,8,1818,40,1918,24,2018,19,2118,12,2218,9,2318,10,2418,15,2518,31,2618,22,2718,21,2818,21,2918,26,3018,21,3118,31
196311,1963,11,118,11,218,14,318,24,418,2,518,5,618,23,718,15,818,26,918,8,1018,8,1118,14,1218,19,1318,30,1418,7,1518,12,1699,-99999,1799,-99999,1899,-99999,1999,-99999,2099,-99999,2199,-99999,2299,-99999,2399,-99999,2499,-99999,2599,-99999,2699,-99999,2799,-99999,2899,-99999,2999,-99999,3099,-99999,3199,-99999
196404,1964,4,199,-99999,299,-99999,399,-99999,499,-99999,599,-99999,699,-99999,799,-99999,899,-99999,999,-99999,1099,-99999,1199,-99999,1299,-99999,1399,-99999,1499,-99999,1599,-99999,1699,-99999,1799,-99999,1899,-99999,1999,-99999,2099,-99999,2199,-99999,2299,-99999,2399,-99999,2418,40,2518,27,2618,29,2718,46,2818,44,2918,45,3018,22,3199,-99999
196405,1964,5,118,33,218,9,318,37,418,49,518,39,699,-99999,718,32,818,34,918,35,1099,-99999,1199,-99999,1218,19,1318,20,1418,20,1518,44,1618,17,1718,19,1818,45,1918,29,2018,33,2118,38,2218,44,2318,45,2418,49,2518,36,2618,52,2718,48,2818,45,2999,-99999,3099,-99999,3199,-99999
196406,1964,6,118,20,218,22,318,17,418,37,518,20,618,18,718,41,818,51,918,62,1018,46,1118,59,1218,20,1318,29,1418,99999,1518,41,1618,52,1718,20,1818,40,1918,46,2018,39,2118,58,2218,60,2318,99,2418,30,2518,35,2618,35,2718,38,2818,40,2918,40,3018,40,3199,-99999
196407,1964,7,118,49,218,24,318,38,418,45,518,53,618,71,718,53,818,63,918,44,1018,50,1118,55,1218,30,1318,52,1418,43,1518,52,1618,93,1718,8,1818,35,1918,47,2018,49,2118,44,2218,45,2318,44,2418,43,2518,35,2618,54,2718,48,2818,43,2918,42,3018,31,3118,41
196408,1964,8,199,-99999,218,12,318,28,418,61,518,31,618,46,799,-99999,818,16,918,38,1018,31,1118,44,1218,56,1318,39,1418,30,1599,-99999,1699,-99999,1718,11,1899,-99999,1918,18,2018,36,2118,39,2218,28,2318,26,2418,26,2518,37,2618,37,2718,33,2818,40,2918,18,3018,36,3118,28
196409,1964,9,118,33,218,32,318,36,418,34,518,29,618,33,718,34,818,33,918,36,1018,25,1118,49,1218,9,1318,28,1418,10,1518,21,1618,29,1718,5,1818,13,1918,23,2018,41,2118,6,2299,-99999,2318,8,2418,25,2518,21,2618,13,2718,41,2818,12,2918,13,3018,12,3199,-99999
196410,1964,10,118,7,218,12,318,21,418,17,518,32,618,15,718,21,818,28,918,26,1018,17,1118,27,1218,14,1318,15,1418,10,1518,12,1618,15,1718,23,1818,20,1918,34,2018,18,2118,18,2218,15,2318,16,2418,15,2518,30,2618,49,2718,8,2818,99999,2918,14,3018,12,3118,19
196411,1964,11,118,22,218,14,399,-99999,499,-99999,599,-99999,699,-99999,718,10,818,5,918,1,1018,25,1118,15,1218,13,1318,11,1418,18,1518,8,1618,16,1799,-99999,1899,-99999,1999,-99999,2099,-99999,2199,-99999,2299,-99999,2399,-99999,2499,-99999,2599,-99999,2699,-99999,2799,-99999,2899,-99999,2999,-99999,3099,-99999,3199,-99999
196504,1965,4,199,-99999,299,-99999,318,18,418,35,518,34,618,1,718,29,818,32,918,29,1018,10,1118,50,1218,40,1318,28,1418,77,1518,79,1618,13,1718,38,1818,53,1918,42,2018,26,2118,52,2218,41,2318,45,2418,46,2518,33,2618,34,2799,-99999,2818,21,2918,17,3018,51,3199,-99999
196505,1965,5,118,35,218,52,318,53,418,30,518,23,618,17,718,49,818,17,918,99999,1018,26,1118,6,1218,33,1318,10,1418,46,1518,32,1618,30,1718,20,1818,29,1918,43,2018,8,2118,65,2218,8,2318,30,2418,26,2518,23,2618,47,2718,22,2818,34,2918,24,3018,22,3118,58
196506,1965,6,118,7,218,24,318,44,418,24,518,27,618,25,718,21,818,38,918,40,1018,45,1118,37,1218,33,1318,37,1418,17,1518,27,1618,10,1718,25,1899,-99999,1918,26,2018,49,2118,49,2218,33,2318,30,2418,31,2518,18,2618,28,2718,46,2818,44,2918,57,3018,35,3199,-99999
196507,1965,7,118,56,218,58,318,68,418,26,518,43,618,20,718,49,818,33,918,57,1018,24,1118,52,1218,70,1318,46,1418,56,1518,38,1618,29,1718,40,1818,47,1918,56,2018,60,2118,60,2218,33,2318,50,2418,46,2518,37,2618,22,2718,24,2818,48,2918,17,3018,39,3118,29
196508,1965,8,118,19,218,46,318,23,418,42,518,50,618,99999,799,-99999,899,-99999,918,193,1018,63,1118,17,1218,31,1318,29,1418,30,1518,48,1618,13,1799,-99999,1818,33,1918,24,2018,29,2118,36,2218,31,2318,22,2418,9,2518,27,2618,38,2718,95,2899,-99999,2918,19,3018,32,3118,36
196509,1965,9,199,-99999,218,22,318,41,418,12,518,27,618,34,718,21,818,25,918,31,1018,29,1118,22,1218,28,1318,23,1418,35,1518,45,1618,62,1718,40,1818,13,1918,22,2018,9,2118,29,2218,17,2318,15,2418,23,2518,9,2618,11,2718,19,2818,17,2918,17,3018,38,3199,-99999
196510,1965,10,118,20,218,15,318,8,418,7,518,99999,618,10,718,10,818,21,918,20,1018,21,1118,20,1218,29,1318,18,1418,18,1518,11,1618,15,1718,20,1899,-99999,1999,-99999,2018,13,2118,19,2218,24,2318,21,2418,7,2518,10,2618,16,2718,16,2818,9,2918,12,3018,16,3118,18
196511,1965,11,118,12,218,11,318,19,418,9,518,5,618,99999,718,3,818,5,918,10,1018,6,1118,7,1218,2,1318,19,1418,3,1518,8,1618,18,1718,23,1818,11,1918,9,2018,5,2118,1,2218,1,2318,7,2418,14,2518,13,2618,16,2799,-99999,2899,-99999,2999,-99999,3099,-99999,3199,-99999
196604,1966,4,199,-99999,299,-99999,399,-99999,499,-99999,599,-99999,699,-99999,799,-99999,899,-99999,999,-99999,1099,-99999,1199,-99999,1299,-99999,1399,-99999,1418,17,1518,14,1618,30,1718,59,1818,37,1918,24,2018,59,2199,-99999,2299,-99999,2399,-99999,2499,-99999,2518,11,2699,-99999,2718,5,2818,39,2918,17,3018,6,3199,-99999
196605,1966,5,118,4,218,3,318,9,418,20,518,21,618,25,718,26,818,40,918,46,1018,34,1118,54,1218,13,1318,12,1418,20,1518,33,1618,39,1718,42,1818,46,1918,45,2018,30,2118,33,2218,32,2318,44,2418,58,2518,37,2618,25,2718,42,2818,28,2918,27,3018,33,3118,38
196606,1966,6,118,24,218,41,318,58,418,55,518,51,618,55,718,36,818,52,918,66,1018,25,1118,24,1218,75,1318,43,1418,37,1518,49,1699,-99999,1718,27,1818,20,1918,20,2018,33,2118,35,2218,41,2318,43,2418,44,2518,50,2618,49,2718,38,2818,52,2918,56,3018,23,3199,-99999
196607,1966,7,118,44,218,42,318,44,418,42,518,44,618,54,718,44,818,44,918,47,1018,51,1118,46,1218,61,1318,59,1418,53,1518,46,1618,46,1718,33,1818,42,1918,50,2018,52,2118,30,2218,23,2318,25,2418,20,2599,-99999,2618,29,2718,43,2818,37,2918,30,3018,27,3118,37
196608,1966,8,118,37,218,48,318,31,418,30,518,35,618,12,718,27,818,32,918,35,1018,41,1199,-99999,1218,22,1318,19,1418,10,1518,24,1618,32,1718,24,1818,52,1918,41,2018,36,2118,31,2218,23,2318,11,2499,-99999,2518,7,2618,20,2718,25,2818,14,2999,-99999,3018,20,3118,15
196609,1966,9,118,22,218,15,318,21,418,26,518,27,618,22,718,28,818,25,918,11,1018,2,1118,12,1218,9,1318,11,1499,-99999,1518,19,1618,3,1718,1,1818,1,1918,19,2018,15,2118,19,2218,15,2318,27,2418,15,2518,29,2618,23,2718,23,2818,17,2918,4,3018,13,3199,-99999
196610,1966,10,118,22,218,23,318,23,418,36,518,21,618,8,718,16,818,26,918,12,1018,36,1118,24,1218,19,1318,15,1418,24,1518,51,1618,20,1718,15,1818,2,1918,15,2018,14,2118,36,2218,19,2318,19,2418,16,2518,24,2618,8,2718,18,2818,24,2918,13,3018,19,3118,15
196704,1967,4,199,-99999,218,23,318,22,418,28,518,47,618,51,718,30,818,7,918,38,1099,-99999,1118,12,1299,-99999,1318,19,1418,40,1518,20,1618,42,1718,33,1818,28,1918,10,2099,-99999,2199,-99999,2218,30,2318,25,2418,49,2518,21,2618,20,2718,30,2818,16,2918,11,3018,23,3199,-99999
196705,1967,5,118,51,218,34,318,30,418,25,518,12,618,10,718,18,818,33,918,17,1018,42,1118,45,1218,36,1318,19,1418,2,1518,21,1618,34,1718,36,1818,41,1918,74,2018,33,2118,20,2218,16,2318,25,2418,40,2518,46,2618,64,2718,42,2818,28,2918,31,3018,21,3199,-99999
196706,1967,6,118,20,218,22,318,16,418,22,518,41,618,38,718,44,818,46,918,51,1018,50,1118,42,1218,44,1318,22,1418,29,1518,17,1618,54,1718,35,1818,30,1918,30,2018,51,2118,55,2218,38,2318,39,2418,37,2518,59,2699,-99999,2718,3,2818,30,2918,30,3018,35,3199,-99999
196707,1967,7,118,27,218,23,318,20,418,22,518,23,618,27,718,24,818,23,918,42,1018,30,1118,44,1218,41,1318,34,1418,42,1518,24,1618,45,1718,3,1818,25,1918,4,2018,12,2118,30,2218,35,2318,43,2418,46,2518,51,2618,45,2718,33,2818,38,2918,43,3018,30,3118,34
196708,1967,8,118,35,218,24,318,45,418,33,518,5,618,33,718,41,818,55,918,51,1018,42,1118,40,1218,29,1318,37,1418,33,1518,36,1618,38,1718,32,1899,-99999,1918,30,2018,28,2118,18,2218,18,2318,27,2418,26,2518,29,2618,30,2718,30,2818,29,2918,30,3018,38,3199,-99999
196709,1967,9,118,22,218,23,318,13,499,-99999,599,-99999,618,6,718,10,818,11,918,17,1018,18,1118,21,1218,25,1318,40,1418,10,1518,13,1618,7,1718,14,1818,17,1918,16,2018,25,2118,17,2218,24,2318,20,2418,19,2518,20,2618,30,2799,-99999,2818,22,2918,12,3018,23,3199,-99999
196710,1967,10,118,29,218,35,318,21,418,26,518,31,618,25,718,44,818,11,918,15,1018,18,1118,20,1218,13,1318,29,1418,19,1518,24,1618,15,1718,17,1818,18,1918,15,2018,26,2118,15,2218,22,2318,30,2418,30,2518,23,2618,26,2718,30,2818,8,2918,25,3018,17,3118,1
196804,1968,4,199,-99999,299,-99999,399,-99999,499,-99999,599,-99999,699,-99999,799,-99999,899,-99999,918,35,1018,27,1118,21,1218,40,1318,6,1418,40,1518,28,1618,41,1718,25,1818,31,1918,11,2018,17,2118,20,2218,18,2318,28,2418,31,2518,36,2618,47,2718,21,2818,23,2918,22,3018,27,3199,-99999
196805,1968,5,118,46,218,43,318,37,418,23,518,30,618,43,718,36,818,22,918,25,1099,-99999,1118,13,1218,7,1318,4,1418,3,1518,32,1618,30,1718,22,1818,26,1918,34,2018,22,2118,27,2218,2,2318,20,2418,29,2518,8,2618,24,2718,22,2818,23,2918,30,3018,42,3118,21
196806,1968,6,118,31,218,12,318,18,418,16,518,23,618,27,718,18,818,22,918,37,1018,44,1118,30,1218,35,1318,35,1418,62,1518,66,1699,-99999,1718,2,1818,37,1918,31,2018,35,2118,43,2218,37,2318,40,2418,36,2518,19,2618,22,2718,40,2818,55,2918,24,3018,77,3199,-99999
196807,1968,7,118,46,299,-99999,318,31,418,33,518,27,618,21,718,24,818,21,918,34,1018,26,1118,31,1218,40,1318,49,1418,2,1518,44,1618,28,1718,44,1818,49,1918,29,2018,28,2118,34,2218,39,2318,33,2418,54,2518,43,2618,48,2718,56,2818,37,2918,31,3018,36,3118,60
196808,1968,8,118,41,218,33,318,54,418,51,518,46,618,45,718,49,818,50,918,50,1018,55,1118,55,1218,14,1318,29,1418,15,1518,27,1618,25,1718,41,1818,44,1918,48,2018,49,2118,49,2218,44,2318,47,2418,49,2518,33,2618,21,2718,32,2818,36,2918,99999,3018,28,3118,7
196809,1968,9,118,19,218,22,318,38,418,45,518,11,618,18,718,26,818,25,918,34,1018,27,1118,22,1218,21,1318,24,1418,28,1518,16,1618,4,1718,33,1818,25,1918,37,2018,41,2118,32,2218,26,2318,30,2418,99999,2518,31,2618,17,2718,19,2818,22,2918,24,3018,16,3199,-99999
196810,1968,10,118,23,218,27,318,38,418,29,599,-99999,699,-99999,718,15,818,18,918,16,1018,20,1118,15,1218,4,1318,11,1418,21,1518,28,1618,26,1718,18,1818,14,1918,20,2018,24,2118,10,2218,11,2318,17,2418,16,2518,15,2618,10,2718,27,2818,24,2918,12,3018,17,3118,22
196811,1968,11,118,13,218,14,318,13,418,11,518,12,618,12,718,18,818,9,999,-99999,1099,-99999,1199,-99999,1299,-99999,1399,-99999,1499,-99999,1599,-99999,1699,-99999,1799,-99999,1899,-99999,1999,-99999,2099,-99999,2199,-99999,2299,-99999,2399,-99999,2499,-99999,2599,-99999,2699,-99999,2799,-99999,2899,-99999,2999,-99999,3099,-99999,3199,-99999
196904,1969,4,199,-99999,299,-99999,399,-99999,499,-99999,599,-99999,699,-99999,799,-99999,899,-99999,999,-99999,1099,-99999,1199,-99999,1299,-99999,1399,-99999,1499,-99999,1599,-99999,1699,-99999,1718,41,1818,20,1918,21,2018,19,2118,27,2218,23,2318,33,2418,7,2518,23,2618,18,2718,14,2818,27,2918,21,3018,30,3199,-99999
196905,1969,5,118,46,218,41,318,23,418,18,518,12,618,14,799,-99999,818,11,918,17,1018,27,1118,29,1218,34,1318,29,1418,24,1518,26,1618,11,1718,47,1818,10,1918,15,2018,29,2118,29,2218,46,2318,19,2418,17,2518,38,2618,26,2718,34,2818,37,2918,39,3018,40,3118,48
196906,1969,6,118,61,218,40,318,32,418,25,518,26,618,44,718,56,818,49,918,21,1018,16,1118,37,1218,57,1318,25,1499,-99999,1518,18,1618,23,1718,24,1818,19,1918,27,2018,34,2118,37,2218,62,2318,43,2418,49,2518,58,2618,41,2718,69,2818,39,2918,70,3018,57,3199,-99999
196907,1969,7,118,57,218,50,318,60,418,63,518,62,618,61,718,54,818,68,918,71,1018,47,1118,54,1218,50,1318,49,1418,49,1518,51,1618,52,1718,53,1818,33,1918,34,2018,44,2118,32,2218,31,2318,27,2418,45,2518,33,2618,13,2718,25,2818,37,2918,40,3018,38,3118,44
196908,1969,8,118,29,218,6,318,63,418,27,518,17,618,21,718,38,818,44,918,44,1018,52,1118,40,1218,44,1318,45,1418,41,1518,39,1618,18,1718,37,1818,34,1918,34,2018,39,2118,46,2218,34,2318,34,2418,17,2518,23,2618,6,2718,18,2818,15,2918,27,3018,27,3118,31
196909,1969,9,118,27,218,28,318,13,418,32,518,32,618,38,718,30,818,30,918,32,1018,20,1118,11,1218,13,1318,22,1418,38,1518,13,1618,34,1718,21,1818,27,1918,13,2018,20,2118,17,2218,9,2318,22,2418,17,2518,19,2618,17,2718,23,2818,22,2918,20,3018,26,3199,-99999
196910,1969,10,118,34,218,31,318,33,418,32,518,21,618,8,718,4,818,16,918,18,1018,29,1118,25,1218,2,1318,10,1418,10,1518,9,1618,23,1718,11,1818,14,1918,21,2018,13,2118,14,2218,5,2318,9,2418,2,2518,12,2618,9,2718,9,2818,7,2918,4,3099,-99999,3118,12
196911,1969,11,118,7,218,8,318,6,418,7,599,-99999,699,-99999,799,-99999,899,-99999,999,-99999,1099,-99999,1199,-99999,1299,-99999,1399,-99999,1499,-99999,1599,-99999,1699,-99999,1799,-99999,1899,-99999,1999,-99999,2099,-99999,2199,-99999,2299,-99999,2399,-99999,2499,-99999,2599,-99999,2699,-99999,2799,-99999,2899,-99999,2999,-99999,3099,-99999,3199,-99999
197005,1970,5,199,-99999,299,-99999,399,-99999,499,-99999,599,-99999,699,-99999,799,-99999,899,-99999,999,-99999,1099,-99999,1199,-99999,1299,-99999,1318,28,1418,42,1518,26,1618,21,1718,37,1818,39,1918,34,2018,51,2118,54,2218,10,2318,35,2418,31,2518,24,2618,19,2718,4,2818,24,2918,41,3018,18,3118,41
197006,1970,6,118,20,218,20,318,34,418,4,518,26,618,26,718,27,818,38,918,44,1018,66,1118,22,1218,20,1318,50,1418,46,1518,80,1618,64,1718,64,1818,78,1918,73,2018,70,2118,40,2218,37,2318,31,2418,38,2518,45,2618,48,2718,48,2818,45,2918,68,3018,42,3199,-99999
197007,1970,7,118,55,218,49,318,54,418,71,518,48,618,45,718,50,818,85,918,40,1018,21,1118,43,1218,99999,1318,3,1418,34,1518,45,1618,42,1718,44,1818,48,1918,63,2018,40,2118,10,2218,18,2318,34,2418,37,2518,42,2618,45,2718,49,2818,47,2918,17,3018,52,3118,53
197008,1970,8,118,41,218,40,318,43,418,47,518,40,618,44,718,46,818,48,918,64,1018,61,1118,19,1218,32,1318,36,1418,37,1518,31,1618,43,1718,36,1818,60,1918,67,2018,31,2118,29,2218,17,2318,15,2418,38,2518,30,2618,27,2718,31,2818,37,2918,28,3018,30,3118,22
197009,1970,9,118,29,218,19,318,29,418,45,518,53,618,54,718,44,818,33,918,23,1018,54,1118,24,1218,40,1318,40,1418,7,1518,19,1618,28,1718,11,1818,7,1918,12,2018,23,2118,34,2218,18,2399,-99999,2418,10,2518,21,2618,18,2718,21,2818,3,2918,9,3018,17,3199,-99999
197010,1970,10,118,21,218,9,318,16,418,27,518,15,618,20,718,23,818,37,918,1,1018,9,1118,27,1218,8,1318,9,1418,12,1518,7,1618,10,1718,6,1818,2,1918,5,2018,9,2118,14,2218,55,2318,23,2418,1,2518,20,2618,14,2718,21,2818,9,2999,-99999,3099,-99999,3199,-99999
197105,1971,5,118,9,218,42,318,36,418,25,518,44,618,66,718,33,818,32,918,32,1018,99999,1118,23,1218,41,1318,33,1418,19,1518,39,1618,37,1718,64,1818,48,1918,44,2018,24,2118,56,2218,41,2318,17,2418,22,2518,40,2618,63,2718,72,2818,14,2918,8,3018,43,3118,3
197106,1971,6,199,-99999,218,12,399,-99999,418,23,518,44,618,35,718,51,818,71,918,29,1018,30,1118,45,1218,22,1318,40,1418,23,1518,30,1618,24,1718,40,1818,47,1918,51,2018,59,2118,19,2218,8,2318,29,2418,52,2518,53,2618,69,2718,63,2818,38,2918,50,3018,35,3199,-99999
197107,1971,7,118,39,218,15,318,39,418,51,518,68,618,48,718,60,818,58,918,46,1018,10,1118,60,1218,45,1318,72,1418,79,1518,66,1618,64,1718,50,1818,73,1918,56,2018,20,2118,24,2218,44,2318,35,2418,12,2518,21,2618,29,2718,29,2818,43,2918,21,3018,23,3118,36
197108,1971,8,118,30,218,32,318,26,418,31,518,36,618,18,718,7,818,24,918,21,1018,43,1118,31,1218,28,1318,31,1418,11,1518,15,1618,12,1718,18,1818,26,1918,32,2018,30,2118,35,2218,33,2318,36,2418,29,2518,12,2618,26,2718,35,2818,14,2918,44,3018,23,3118,28
197109,1971,9,118,31,218,38,318,36,418,28,518,46,618,47,718,23,818,36,918,31,1018,26,1118,30,1218,47,1318,34,1418,30,1599,-99999,1699,-99999,1718,37,1899,-99999,1918,11,2018,10,2118,19,2218,9,2318,13,2418,1,2599,-99999,2618,19,2718,22,2818,34,2918,12,3018,14,3199,-99999
197110,1971,10,118,39,218,20,399,-99999,499,-99999,518,6,618,19,718,20,818,14,918,5,1018,25,1118,13,1218,8,1318,18,1418,21,1518,21,1618,16,1718,18,1818,99999,1918,10,2018,46,2118,10,2218,10,2318,4,2418,12,2518,7,2618,8,2718,15,2818,13,2918,0,3018,10,3118,13
197205,1972,5,199,-99999,299,-99999,399,-99999,499,-99999,599,-99999,699,-99999,799,-99999,899,-99999,999,-99999,1099,-99999,1199,-99999,1299,-99999,1399,-99999,1499,-99999,1599,-99999,1699,-99999,1718,10,1818,57,1918,24,2018,27,2118,41,2218,37,2318,38,2418,25,2518,40,2618,21,2718,48,2899,-99999,2999,-99999,3099,-99999,3118,29
197206,1972,6,118,31,218,38,318,46,418,22,518,56,618,38,718,38,818,41,918,44,1018,42,1118,22,1218,28,1318,27,1418,39,1518,27,1618,26,1718,35,1818,32,1918,42,2018,52,2118,46,2218,37,2318,41,2418,10,2518,36,2618,35,2718,50,2818,52,2918,41,3018,40,3199,-99999
197207,1972,7,118,51,218,44,318,32,418,28,518,16,618,32,718,33,818,44,918,33,1018,21,1118,42,1218,29,1318,30,1418,51,1518,52,1618,60,1718,65,1818,51,1918,34,2018,44,2118,38,2218,39,2318,41,2418,41,2518,40,2618,52,2718,53,2818,58,2918,24,3018,56,3118,22
197208,1972,8,118,38,218,41,318,55,418,43,518,28,618,35,718,34,818,34,918,40,1018,25,1118,25,1218,33,1318,42,1418,9,1518,22,1618,33,1718,31,1818,27,1918,30,2018,51,2118,28,2218,43,2318,12,2418,99999,2518,62,2618,20,2718,35,2818,35,2918,20,3018,26,3118,36
